DATE,GEOGRAPHY_LEVEL,GEOGRAPHY_NAME,FIPS,DEMOGRAPHIC_GROUP,DEMOGRAPHIC_CATEGORY,PARTIALLY_OR_FULLY_VACCINATED_PERSONS,FULLY_VACCINATED_PERSONS,POPULATION,PARTIALLY_OF_FULLY_VACCINATED_PERCENT,FULLY_VACCINATED_PERCENT,TOTAL_DOSES_ADMINISTERED,TOTAL_DOSES_DISTRIBUTED,SOURCEINFO,USAFACTS_INGESTION_DATE
"2021-03-18","State","Wyoming","56","Total","Total","130178.00000","81924.00000","578759.00000","0.22492609186","0.14155114650","214050.00000","300485.00000","CDC State and National Vaccination Data","2021-03-19T09:26:17.278Z"
"2021-01-28","State","Wyoming","56","Total","Total","37963.00000","5419.00000","578759.00000","0.06559379638","0.00936313733","43425.00000","82825.00000","CDC State and National Vaccination Data","2021-01-29T12:25:22.707Z"
"2021-01-25","State","Wyoming","56","Total","Total","36215.00000","4900.00000","578759.00000","0.06257354097","0.00846639102","41156.00000","70750.00000","CDC State and National Vaccination Data","2021-02-01T12:26:47.033Z"
"2021-06-04","State","Virgin Islands","78","Total","Total","38350.00000","31867.00000","104680.00000","0.36635460451","0.30442300344","72326.00000","75270.00000","CDC State and National Vaccination Data","2021-06-05T09:25:27.201Z"
"2021-04-03","State","Virgin Islands","78","Total","Total","26013.00000","16067.00000","104680.00000","0.24850019106","0.15348681697","43825.00000","61940.00000","CDC State and National Vaccination Data","2021-04-04T09:26:40.414Z"
"2021-04-01","State","Virgin Islands","78","Total","Total","25494.00000","15088.00000","104680.00000","0.24354222392","0.14413450516","42298.00000","57260.00000","CDC State and National Vaccination Data","2021-04-02T09:26:52.096Z"
"2021-03-19","State","Virgin Islands","78","Total","Total","20173.00000","9889.00000","104680.00000","0.19271111960","0.09446885747","31142.00000","46800.00000","CDC State and National Vaccination Data","2021-03-20T09:25:36.418Z"
"2021-02-23","State","Virgin Islands","78","Total","Total","11669.00000","5224.00000","104680.00000","0.11147306076","0.04990447077","16893.00000","28825.00000","CDC State and National Vaccination Data","2021-02-24T12:25:29.944Z"
"2021-02-08","State","Louisiana","22","Total","Total","436190.00000","176580.00000","4648794.00000","0.09382863599","0.03798404489","614041.00000","769750.00000","CDC State and National Vaccination Data","2021-02-09T08:25:21.339Z"
"2021-03-19","State","West Virginia","54","Total","Total","450766.00000","276506.00000","1792147.00000","0.25152289405","0.15428756681","732433.00000","886275.00000","CDC State and National Vaccination Data","2021-03-20T09:25:36.418Z"
"2021-06-13","State","District of Columbia","11","Total","Total","413373.00000","341939.00000","705749.00000","0.58572240272","0.48450511442","814593.00000","1050145.00000","CDC State and National Vaccination Data","2021-06-14T09:25:13.823Z"
"2021-05-10","State","District of Columbia","11","Total","Total","363961.00000","248353.00000","705749.00000","0.51570884266","0.35189989642","665014.00000","918975.00000","CDC State and National Vaccination Data","2021-05-11T09:25:28.856Z"
"2021-04-23","State","District of Columbia","11","Total","Total","310555.00000","182609.00000","705749.00000","0.44003604681","0.25874496457","548808.00000","777625.00000","CDC State and National Vaccination Data","2021-04-24T09:25:15.070Z"
"2021-03-18","State","District of Columbia","11","Total","Total","136208.00000","69819.00000","705749.00000","0.19299779383","0.09892893933","285546.00000","428215.00000","CDC State and National Vaccination Data","2021-03-19T09:26:17.278Z"
"2021-05-10","State","Illinois","17","Total","Total","6220006.00000","4338243.00000","12671821.00000","0.49085336669","0.34235355755","10228284.00000","12855545.00000","CDC State and National Vaccination Data","2021-05-11T09:25:28.856Z"
"2021-04-25","State","Illinois","17","Total","Total","5679905.00000","3619026.00000","12671821.00000","0.44823115794","0.28559636377","9011738.00000","11286585.00000","CDC State and National Vaccination Data","2021-04-26T09:25:23.391Z"
"2021-03-28","State","Illinois","17","Total","Total","3763201.00000","1996988.00000","12671821.00000","0.29697397083","0.15759281953","5682011.00000","6883535.00000","CDC State and National Vaccination Data","2021-03-29T09:26:21.664Z"
"2021-03-24","State","Illinois","17","Total","Total","3399403.00000","1840517.00000","12671821.00000","0.26826475847","0.14524487049","5177472.00000","6452075.00000","CDC State and National Vaccination Data","2021-03-25T09:27:19.575Z"
"2021-03-17","State","Illinois","17","Total","Total","2909272.00000","1592976.00000","12671821.00000","0.22958594507","0.12571010907","4469795.00000","5664615.00000","CDC State and National Vaccination Data","2021-03-18T09:26:28.212Z"
"2021-03-16","State","Illinois","17","Total","Total","2856270.00000","1551538.00000","12671821.00000","0.22540327866","0.12244001868","4379055.00000","5531315.00000","CDC State and National Vaccination Data","2021-03-17T09:25:27.953Z"
"2021-03-07","State","Illinois","17","Total","Total","2327790.00000","1094967.00000","12671821.00000","0.18369814409","0.08640960127","3473676.00000","4378835.00000","CDC State and National Vaccination Data","2021-03-08T08:25:27.404Z"
"2021-02-26","State","Illinois","17","Total","Total","1907053.00000","691102.00000","12671821.00000","0.15049557597","0.05453849135","2639826.00000","3557335.00000","CDC State and National Vaccination Data","2021-02-27T08:25:21.188Z"
"2021-02-25","State","Illinois","17","Total","Total","1840030.00000","639901.00000","12671821.00000","0.14520643876","0.05049795132","2519447.00000","3499685.00000","CDC State and National Vaccination Data","2021-02-26T08:25:22.105Z"
"2021-02-13","State","Illinois","17","Total","Total","1364527.00000","375992.00000","12671821.00000","0.10768199772","0.02967150499","1772568.00000","2561800.00000","CDC State and National Vaccination Data","2021-02-14T08:25:17.147Z"
"2021-02-05","State","Illinois","17","Total","Total","962345.00000","260248.00000","12671821.00000","0.07594370217","0.02053753758","1247521.00000","2089050.00000","CDC State and National Vaccination Data","2021-02-06T08:25:23.882Z"
"2021-06-15","State","Kansas","20","Total","Total","1400564.00000","1171599.00000","2913314.00000","0.48074598207","0.40215335525","2408262.00000","3034435.00000","CDC State and National Vaccination Data","2021-06-16T09:25:18.005Z"
"2021-05-25","State","Kansas","20","Total","Total","1340897.00000","1094472.00000","2913314.00000","0.46026518254","0.37567938094","2279836.00000","2934405.00000","CDC State and National Vaccination Data","2021-05-26T09:25:20.887Z"
"2021-04-27","State","Kansas","20","Total","Total","1223021.00000","879588.00000","2913314.00000","0.41980404447","0.30192008139","1965765.00000","2580145.00000","CDC State and National Vaccination Data","2021-04-28T09:25:24.594Z"
"2021-04-04","State","Kansas","20","Total","Total","980566.00000","554497.00000","2913314.00000","0.33658095214","0.19033204111","1446575.00000","1884795.00000","CDC State and National Vaccination Data","2021-04-05T09:25:39.489Z"
"2021-03-08","State","Kansas","20","Total","Total","492208.00000","245749.00000","2913314.00000","0.16895123560","0.08435376345","742945.00000","1091625.00000","CDC State and National Vaccination Data","2021-03-08T12:27:00.680Z"
"2021-03-06","State","Kansas","20","Total","Total","469117.00000","233833.00000","2913314.00000","0.16102521046","0.08026357612","707897.00000","1091625.00000","CDC State and National Vaccination Data","2021-03-07T08:26:38.273Z"
"2021-02-07","State","Kansas","20","Total","Total","228774.00000","65559.00000","2913314.00000","0.07852706574","0.02250323858","296284.00000","492250.00000","CDC State and National Vaccination Data","2021-02-08T08:25:22.212Z"
"2021-01-23","State","Kansas","20","Total","Total","122813.00000","20883.00000","2913314.00000","0.04215577174","0.00716812537","144909.00000","348175.00000","CDC State and National Vaccination Data","2021-02-01T12:24:13.932Z"
"2021-01-21","State","Kansas","20","Total","Total","111907.00000","17430.00000","2913314.00000","0.03841226864","0.00598287723","130434.00000","312000.00000","CDC State and National Vaccination Data","2021-02-01T12:22:04.416Z"
"2021-05-21","State","Mississippi","28","Total","Total","987315.00000","787599.00000","2976149.00000","0.33174246316","0.26463695198","1728335.00000","2562535.00000","CDC State and National Vaccination Data","2021-05-22T13:25:16.271Z"
"2021-05-16","State","Mississippi","28","Total","Total","966159.00000","767645.00000","2976149.00000","0.32463394810","0.25793231454","1688182.00000","2529915.00000","CDC State and National Vaccination Data","2021-05-17T17:25:26.814Z"
"2021-05-13","State","Mississippi","28","Total","Total","960093.00000","759328.00000","2976149.00000","0.32259574369","0.25513776360","1674671.00000","2520735.00000","CDC State and National Vaccination Data","2021-05-14T09:25:23.273Z"
"2021-05-10","State","Mississippi","28","Total","Total","951856.00000","747996.00000","2976149.00000","0.31982807312","0.25133015854","1655786.00000","2496365.00000","CDC State and National Vaccination Data","2021-05-11T09:25:28.856Z"
"2021-05-06","State","Mississippi","28","Total","Total","939823.00000","729619.00000","2976149.00000","0.31578492878","0.24515540049","1626229.00000","2476805.00000","CDC State and National Vaccination Data","2021-05-07T09:25:26.531Z"
"2021-04-25","State","Mississippi","28","Total","Total","898809.00000","664261.00000","2976149.00000","0.30200403273","0.22319480644","1520594.00000","2381005.00000","CDC State and National Vaccination Data","2021-04-26T09:25:23.391Z"
"2021-03-04","State","Mississippi","28","Total","Total","446777.00000","237488.00000","2976149.00000","0.15011916406","0.07979708005","685610.00000","1005145.00000","CDC State and National Vaccination Data","2021-03-05T12:25:19.971Z"
"2021-02-27","State","Mississippi","28","Total","Total","398360.00000","193966.00000","2976149.00000","0.13385082535","0.06517348426","593453.00000","869955.00000","CDC State and National Vaccination Data","2021-02-28T08:25:20.364Z"
"2021-02-20","State","Mississippi","28","Total","Total","345108.00000","135591.00000","2976149.00000","0.11595790399","0.04555921091","481424.00000","650750.00000","CDC State and National Vaccination Data","2021-02-21T08:25:21.347Z"
"2021-01-27","State","Mississippi","28","Total","Total","172522.00000","17499.00000","2976149.00000","0.05796819984","0.00587974594","190239.00000","396550.00000","CDC State and National Vaccination Data","2021-02-01T12:28:21.528Z"
"2021-05-28","State","South Carolina","45","Total","Total","2088840.00000","1718585.00000","5148714.00000","0.40570130716","0.33378917532","3738189.00000","5044035.00000","CDC State and National Vaccination Data","2021-05-29T09:25:27.394Z"
"2021-04-05","State","South Carolina","45","Total","Total","1500627.00000","861028.00000","5148714.00000","0.29145666277","0.16723166212","2328710.00000","3053895.00000","CDC State and National Vaccination Data","2021-04-06T09:27:14.449Z"
"2021-03-20","State","South Carolina","45","Total","Total","1134174.00000","630289.00000","5148714.00000","0.22028296775","0.12241678213","1745511.00000","2235235.00000","CDC State and National Vaccination Data","2021-03-21T09:25:45.604Z"
"2021-01-25","State","South Carolina","45","Total","Total","258015.00000","47563.00000","5148714.00000","0.05011251353","0.00923784075","307348.00000","453250.00000","CDC State and National Vaccination Data","2021-02-01T12:26:37.702Z"
"2021-06-19","State","Northern Mariana Islands","69","Total","Total","28259.00000","25080.00000","56882.00000","0.49680039380","0.44091276678","52959.00000","72330.00000","CDC State and National Vaccination Data","2021-06-20T09:25:24.092Z"
"2021-06-12","State","Northern Mariana Islands","69","Total","Total","27461.00000","24009.00000","56882.00000","0.48277135122","0.42208431490","51128.00000","72330.00000","CDC State and National Vaccination Data","2021-06-13T09:25:24.794Z"
"2021-04-22","State","Northern Mariana Islands","69","Total","Total","20999.00000","16280.00000","56882.00000","0.36916775078","0.28620653282","37240.00000","62910.00000","CDC State and National Vaccination Data","2021-04-23T09:25:25.930Z"
"2021-03-03","State","Northern Mariana Islands","69","Total","Total","11260.00000","7954.00000","56882.00000","0.19795365845","0.13983333919","19225.00000","43610.00000","CDC State and National Vaccination Data","2021-03-04T08:25:36.507Z"
"2021-02-18","State","Northern Mariana Islands","69","Total","Total","9187.00000","5915.00000","56882.00000","0.16150979220","0.10398720158","15112.00000","29650.00000","CDC State and National Vaccination Data","2021-02-19T12:25:26.212Z"
"2021-05-05","State","District of Columbia","11","Total","Total","349238.00000","224437.00000","705749.00000","0.49484731824","0.31801249453","626082.00000","895425.00000","CDC State and National Vaccination Data","2021-05-06T13:25:20.541Z"
"2021-03-07","State","South Carolina","45","Total","Total","840618.00000","479646.00000","5148714.00000","0.16326756545","0.09315840810","1347330.00000","1642615.00000","CDC State and National Vaccination Data","2021-03-08T08:25:27.404Z"
"2021-06-15","State","Veterans Health","XX","Total","Total","2808411.00000","2658314.00000","NULL","NULL","NULL","5311457.00000","6239605.00000","CDC State and National Vaccination Data","2021-06-16T09:25:18.005Z"
"2021-05-29","Nation","United States","00","Total","Total","167157043.00000","134418748.00000","331996199.00000","0.50349083364","0.40488038238","293705050.00000","366314625.00000","CDC State and National Vaccination Data","2021-05-30T09:25:16.468Z"
"2021-05-28","State","Bureau of Prisons","XX","Total","Total","100203.00000","86107.00000","NULL","NULL","NULL","180981.00000","188510.00000","CDC State and National Vaccination Data","2021-05-29T09:25:27.394Z"
